,text
1633, U a nurse &# ; you a clown boy You music is trash.... I dare you say something back I bury your Bit&# ;
395,"This Billy Crystal tribute to Derek Jeter is crazy. I hate the Yankees, but man... Derek Jeter.... #RE PECT"
4796, Call her st thing in da AM.... Let her know dat pussy on yo mind....
3092,"RT I'm not sexist, but this woman bus driver has nearly killed pedestrians in the space of minutes #sortitout"
340,I'm gonna kill bitches today.
2283, powers U don't go outside ur tanks been on full for months U anti social monkey
4162,Shut up Kat. #mkr
56," ""Depends on their costume Am not sexist but can women league football ever get the kind of attention the m..."
3554,I need a Spanish WOMAN. They don't have ghetto names. They can cook. They down with u till the casket and they curvy.
10144, It says women must stay at home and not display themselves.
3743,"no LMFAO those trash tho Candy corn J's _sirhampton_ "" These hard? "
18071,No saving hoes
10239," Your mother looks like a tough-as-nails bird...I see where you got / of that from. Nice food, too!"
587, I can't trust a bitch I can't trust myself
714,"Who gives a flying fuck? Again, call me sexist but men shouldn't get lower back tattoos"
4186,""" Being single isn't an excuse to be a hoe."" "
3382,u a stupid hoe
185, Y'all so trash 
19281,News flash: It's not for you. A word to all the ladies in very short skirts or shorts this summer - 'Thanks'. #NotSexist #Grateful
772,You bitches got me all the way fucked up idc how many pineapples y'all eat your pussy still gon taste the same so give that shit up please
3355, place pussy on stache let pussy take ride
9780," The looters in #Ferguson are so retarded, that they risk arrest to get free food when EBT already pays for their food LO&# ;"
1146,&# ; Shawty wanna charge for pussy but I'm like whoa now&# ;&# ; turnt her on to cash she use to fuck for free
2428,"Wow, Charlie Strong is cleaning house. Might be upwards of released before he is done. "
1742,I swear dis hoe doinv this grown n sexy challenge look like a lightskinned gremlin.
19096,""" In every cartoon theirs alway a saving these hoes lmao. lmao damn captain SaveAHoe"
9709, &# ;&# ;&# ; you tried to bit my bottom lip off like it was a snack bitch
1145,Stay outve Congress and we have a deal. Call me sexist bt the super bowl should b guys only no women are allowed n th stadium
7837,they're not playing Charlie Strong's soft don't run up the score mentality. They're playing this guy. 
10371,"If I'm legit trying, the WORST thing you can do is try and play games with me. You'll get the bird sooo fast."
3708, If this was high school ER body catch A's hoe lmao &# ;&# ;&# ;&# ; 
19802,"RT You prolly ate ur dad...he hates you Ok dad RT These bitches is really my sons tho Lmaoooooo"""
3442, twinkle twinkle little star I fucked your bitch and stole your car
18692,"I had liked this one bitch but, she always was in some shit causing some fucking drama"
19990,@ me tho &# ; This bitch wants to be included so fuckin baldly bruh!!!!&# ;
4604, go eat bear shit you fuckin yokel
19545,Nino Brown? Oh das me RT Nino Brown on yall hoes.
2122, But if I run into that niggah imma let you know &# ;&# ;&# ;
11696,"Like I said... fuck a LeBron. His fan base, bandwagons, dick riders, &amp; loyal ass eaters. I don't like bitch niggas &amp; those that love one."
3739," Berto couldn't KO this dude who wanted to get KO'd&# ;Berto's trash, Upsher's trash, that fight was trash. #BronerTaylor #Boxing"
19745, bitch no I'm talking to her !
4065,My dawg told me it's a must I be this Saturday ROCKIN that bitch wit Tha&# ; 
2987, Bring her round these slums..... Yo hoe will get slayed....
233," ...so I got the rigging part right, but not the scouting."
2627,Dude I work with is so pussy.
3757,Yanks won't make the playoffs but we ain't in the AL basement. That's the Red Sox position: 
8420,Fuck a bitch flip a brick
5000, U a hoe if you have children and you're still awake
3762, bitch merry Christmas
3106, yelling my feelings about self centered not to think for themselves bitches is gr 
801, The real piss drinkers are the Muslims. Here is the proof. 
7177,&# ; omg yall should see this bag of weed dog this bitch like a . fasho lmfaooooo&# ; &# ;&# ;
1313,this party goin be off the chain/bad bitches only 
19594," From zero to ""cunt"" in eight seconds. Too bad that word really means ""I'm an insecure whiny baby"" and says nothing about me."
18252, your getting blocked faggot
1557, Islam has exterminated all kinds of minorities in the ME Saudi used to be full of minorities
3899,Some of these sex gifs are fucking retarded
374,lrt turnup lil bitch
8913,Now this new bitch acting dumb tryna correct my every word.
9920," ""wait n as in nick or m as in mick?"" &# ;&# ;"
3174, can't wait see my bitch tmrw #gatsby #l py
6555,Phillip Rivers look like he almost wants to call dude a nigger for that bad play
647,RT I agree with you!! I would rather brush my teeth with sandpaper then watch football with a girl!!
11976,"Oh you want pho? Well saimigi is ghetto pho, eat that shit since im broke&# ;&# ;"
595,"I hate bitches that wear those fake ass ray bans, they're only $ stop being cheap."
3849,Side hoes need rounds too... They always play stupid hoe song back to back
2462,bad bitch bouncing on my pogo screamin yolo - that nigga juelz
6671,walking dead gonna be so trash this season
3703, &# ; &# ; bitch go to sleep. You have work in the morning.&# ; Lol yes master&# ; &# ;&# ;&# ;
3888, I'm such a sarcastic bitch its beautiful
2963,All my hoes they so rude
19261,"Oh no she didnt &# ; &# ; Watch yo mouth bitch "" One bitch and two dogs "
4635,I should gt a scurl on.deez hoes
1888," "" Quote this with a funny caption niggas gotta hit their side bitch with this in th&# ;"
2916,""" Happy birthday bitch nigga Thanks pal"
3840, Bought that hoe a tomb stone since she's dying for Attention &# ; R.I.P Bitch &# ;
147,Aren't these little border jumpers supposed to be in school
1253,Really bitch? No.
9234,"""Shake that Bear ... aka two rednecks having sex on a dead bear"""
18610, Do you grovel on the ground and fear other people that you have a personal relationship with?
3326, bitch is you drunk or nah
5712,Handicap sticker bitch I park where I want.
2637," A silent protest in Philadelphia, performance artists protest the murder of Mike Brown while passerby's mock it. "
946,"Nigga I got pill poppin bitches in the backkkk, of the Cherokee"
4908, Drunk inlove with my gun bae bitch Beyonc&# ; &# ;&# ;
6060," I don't have a ""book"". I have several hundred books. Here is a couple that expose the vileness of Islam. "
3647," . Jay; I think once someone has Alzheimer's, suffers from alcoholism and is mildly retarded, people shouldn't mak&# ;"
2892,At the end of the day seniors still love that young fresh pussy from west case closed
1852,Happy Bday ya bitch you!! 
6255, Best meme ever. Yours? Or where did you find it?
19966," Ja zo denkt ieder wel 't zijne over zaken he. &amp; je mag mij noemen hoe je wilt, ben namelijk erg voor vrijheid van meningsuiting."
18213, Joseline in the audience mad than a bitch
2035,Her pussy wet I call it Fiji water
647, It is our individual listing numbers on a Gamergate block list the SJW feminists created. Worn with pride...
3299," #TwitterFeminism is a protection racket. Except nobody can actually guarantee your brand any safety as the ""movement"" is ..."
3677, Get a girl pregnant and find out...
6695, Kat is a total moron. Unfortunately we're stuck with her for a while yet. #MKR (I won't watch because of her)
2775,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen
4786, Cincy fans talk trash about the city of #CLE and then root for the like they belong. #stillCLE #CLEallday #GoBrowns
4940,Nose goes on taking out the trash this time. &# ; 
11206," No,it's the absolute truth and you can verify it through hundreds of sources. Your anti semitism is scripted propaganda."
11710,"Like damn hoe I gave you a chance when you was average, Why you aint beauty make over when we was together."
8363,"Gay man thrown off the rooftop by ISIS for being gay. Despite what the radical left claims, this is the real #Islam. "
1251,Chillin in the hood with my retarded ass homegirl. I feel at home.
97," Me, too! :-D Dick and pussy is too precious to give up and be ruined by some bullshit that was done to me."
25,So ghetto.
921, Shhh...no hints. They'll copy off your paper.
11181,"RT Call me sexist, but shouldn't everyone on the panel have either played or coached at the collegiate level?"
1153,Dumb bitch leave me alone
2285," Life's a bitch, but that's the only love I know"
1738," ""Seton Catholic where their own students talk trash about how low of a division there football team is in."""
11261, I pray that the lying criminal bitch goes to prison.
3432,&# ; Yall are so confused these days. somebody put that hoe in a dress
19739, #FixItJesus &# ; &# ; This bitch is the nugget filling at McDonald's 
3763, I gots to be bein colored and all
11714,"It's not ""pears"" bitch, it's PEAR."
3005,fat white bitch an a skinny po' black nigga......yeah im in Metairie fa sho....
266, well Ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so.. &# ;
4671, The crows warned you to stay away from the island. Will you? THE SOUL COLLECTOR #IAN 
10794,Clearly I'm afraid of birds 
2890,""" How could u do this to me bitch"" potent"
1092,BAHAHAHA! OMG.. Kat has no idea.... NONE!!! #MKR
5162,What up twats? I mean twits... &# ;
592,&# ; Been watching madea plays every night &# ;&# ;singing ass bitches
11445, you're either a woman or a homosexual male
3707, bitch you NOT either bye &# ;
11744, there is nothing wrong with being a white man with a nuclear family. #NotRacist #NotSexist #ItsNotMyFault the elite caus...
11162,&# ; &# ; bitch&# ; what u gone say bitch for. We're on the phone bitch.&# ; Cuz to the let these Mfs know &# ;
8492,I have yet to understand why so many bytches getting the bull piercing? It's called a septic or something like that ...
8637,Cut that bitch off !!
3143,"I am a Yankee by birth, and lived much of my life in north. I see no diff in level of racism "
4032, If I got time to hold my phone the whole time we having sex. Yo pussy Trash
2121,"kyle im hungry, quit talking and let's go hoe"
460, yea I forgot I was talkin to a degenerate faggot
3583, Obama killed the Twinkie #gonetofar
3947, When hoes feel like their photo didnt get enough favorites 
2756, &# ;&# ;&# ; yaaaas bitch
1734,Switcharoo yo hoe!
11665,I'll round up my hoes in a little bit
7961," There is no ""friend zone."" Please cut the shit. Thanks, management. "
5853,They just want to smack you when you talk. Period. I'm not sexist but I hate when girls talk about sports I just wanna smackem
3715,Mei Haruka is tied up and takes three cocks in her pussy and&# ;mouth 
19762,LOL EDGY im not sexist but why are women allowed opinions lol
4398,Okay ajay got one more time to call me a bitch in one of his lit sub tweets. Like bitch I will fucc yo lit life you got going UP !
1925,". You won't answer, like most feminists, because the answer exposes your OPPOSITION to #equality. You fool only yourselves..."
4845,fucking queer
2593,Pops interviews remain warm and fuzzy.
9126,My baby guinea pig is so cute #Adorable
594, woahh!! Ahha I remember her from Charlie and the Chocolate Factory! Who do you think killed Lucy? I think it was Abby
3925, I have an embarrassment of bitches
3551,"Kat you are a fucking cunt rash, a deadset fucking thundercunt rash #MKR"
10099,"Parker Cannon is lyrically beautiful. That bitch comes up with the best lyrics for his songs. Like fuck, man."
18157,Oh shit its still light out.. I've been in this bitch too long &# ;
3105," Your mantra about ""a few"" is stupid. This proves it. "
5234,What is up my twitta niccas!
1728," I wanted change and excitement and to shoot off in all directions myself, like the colored arrows from a Fourth of July&# ;"
6841,"RT Sounds like we've got a well good ref' today, bloody women should just stay in the kitchen!"
11279," Hey fag, I said this was your aunts. *He* said it was you."
3987,"&# ; I never get on twitter but when I do, I get in bitch fights with niggas. not even females bruh..&# ; "
688,Murda mook!!!!
2641,"RT Call me sexist if you want but it's true, when the last time you heard someone break up w/ a pretty quiet girl ?"
2819," Another case of, ""If you say Islam is violent we will kill you."""
7186,"&# ; Gucci b having me on my rude shit&# ; Lol that's not nice "" "" that bitch aint worth a quarter """"&# ;"
10778,This why I be on the bitches so much they LISTEN to Me &# ;&# ;&# ;
1446, Wouldn't it nice if Annie ends up in sudden death against Kat? #MKR
841,' This niggah Yanni like hangin up on NIGGAHS in mid sentence &# ;&# ; .
172,Life is too fuckin short for free bird
757,"Tilt my chin back, slit my throat, take a bath in my blood, get to know me"
6295,"""SORRY JB FAN&# ;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with million views. Son of a fucking bitch!"
1501," Why, because she backed straight into your balls? Because that's what I would do, with scientific precision."
338,Do y'all remember when Twitter took away verified check after Chris Brown broke up with her lmao stupid bitch
7728,"Why yes! Call me sexist, biased, or whatever. I seriously think terrible driving is passed down through the Y chromosome."
19891,How is Angry Birds the movie going to work? They're just floating bird heads?
4319,Chill with the thirst bitch my chicks right next to me! For real hoe!!
3695, lol u knw dem project bitches be having dem light brown roaches we call dem water bugs &# ;&# ;
18153,Get this bitch off my TV bruh
3168,he was actually crying bitch &# ;
7356,"Hello October, you irrelevant bitch you no worries November coming &# ;"
4969, Compare a Netanyahu speech to this genocidal Palestinian lunatic. 
1497,Mentions probably look like a septic tank. Go ahead. Meme me! #CosbyMeme 
19265,. I made up nothing. A stoner said that and you are too ignorant of world events to know he's wrong. #sorryitsaboy
6450, Arab slave trade: to million non-Muslim slaves from all colors and nationalities - still happening today! 
6373,Hazlenut coffee and graham crackers every morning &# ;&# ;&# ;
10543,Tell a bitch GTFO my face fa no reason
623, #muslim #ISIS #Islam No compulsion in religion. Unless you're a kid of course! 
1314,"If your parents let you drink underage, they're fucking retarded and so are you."
9359,"Especially dem souf niccas, dat shit was outrageous"
4, years of racism and they think nigger hurts my feelings lol. White people are funny.
11188,Math is forever confusing to me #retard
7885,Stay warm &# ;&# ;&# ; #beanies #sweaterweather #booty ever 
1484, bitch. We could have went to als. But NOOOOOOOO. &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;
2554,&# ; Just got done with my last final and I'm walkin around campus like I own this place&# ; queer.
1630, &# ; stop explaining yo self sorry ass bitch DONT NOBODY CARE &# ;&# ;eww you sound spicy !
1054,Obama's Hellfire missiles tend to vaporize Jihadis #UniteBlue
3436,"Kat, change your face #fuckerface #mkr"
694, ghetto sour cream 
10905,"Don't ever kiss the other girl in a some, don't hug that hoe none of that"
2361," glad about your uncle, another stupid faggot off the world, hopefully you next."
2491,seriously colin stop smiling/smirking. frowning looks better on you. #mkr
3320," You go back and forth with a girl, youre a ""bitch"" you let her disrespect, youre a ""bitch"" LOL"
1215,I love when my friends let me use their phones to stalk the bitch that blocked me on Facebook.
949,Early worm gets the bird #Bslfe #GoodMorning 
2513," "" &# ; If you ever had an abortion you got cemetery pussy&# ; &# ;"" omg lmao"
2096,Iont see how some of you niggas fags!!
1673, ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....stockboy
19589," Love really is blind, stupid cunt of a feeling."
3561,What's so good about Prom? All I see is another faggot ass High School dance.
9391,"&# ; I don't take people niggas bitches don't play about they niggas , specially they baby daddies &# ;&# ;&# ;&# ;&# ;No BS"
10614,That dude RENT ain't no punk-bitch either.
6918, Being strong physically does not mean strong mentally. The verse clearly says that a husband can force his will on a wife.
4087, bitch whatever nigga u were to scared to play
1432,"She has zebra tights in her take home bag, me and my mom are just &# ;"
18308, I hopes dis ain't cause he colored cause I knows he be actin all nigga like
7288," Kevin Gates said ""real niggas eat booty, real niggas please they bitches, ION GET TIEDDD"" &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;"
2471, y'all is coons n uncle toms
19450, If I can eat some random bitches ass I can eat iggy's ass.. #randomthought #randomthot #shitiwouldneverdo
2363," Meow, bitches"
4798,Wintertime .. Bout to turn the grind back on .. Don't spent enough money wit u niccas
18257, CEO tells Daily Show &# ;mentally retarded&# ; could work for $ : &# ;You&# ;re worth what you&# ;re worth&# ; 
8759,. Call me sexist but I can't stand Erin Andrews (or any most female sports announcer for that matter) #heelsdontbelongonthefield
1486, sounds about right to many dumb bitches work there welcome to my life
1604," Then you are a total idiot, because Muslims are killing people around the globe. They are at war with every religion on earth"
4139, lol you can only get in at Eden when you're . All the bitches there are fat...
2643,quote this with your best racist comment i need them for this white bitch comin at my black side llab
3803,YES BYE I'm not sexist but if we ever get a woman president I'm moving out the country
1369, The FIRST ever Man vs Woman MMA fight is taking place this weekend in Brazil. Like for real? This should not happen #NotSexis...
11300,"Ayy yo my nigga be all up on da,pussy not lettin dat muafucka breathe."
11649,These hoes swear their faithful
2909,Here r translations of t Quranic verse that gives men the right to beat their wives and declares men superior. #Islam
3380," Holder asks, ""What AG has had to deal with that kind of treatment?&# ; Tell the whiny little bitch to call Alberto Gonzales an&# ;"
3838,Real Niggas and Bad bitches have things in common. You're both ignorant as fuck &amp; neither of you know that you're Kings and Queens.
2805,Emoji ass nigguh
2851,Who doesn't want a bad bitch?
2560, You guys wanna skull Fuck some clay birds this weeknd???
1956, They claiming bitches them my old hoes
9815, smd bitch
3230,RT I'm not sexist but right now I hate girls !!!!
608,I'm you bitch
11225, That's what sports are about. Forget the arrogance &amp; trash talking. Its about making people feel like they are a part &# ;
2279,Lmao &# ;on the play! getting pussy is so easy when they believe you're Omar Epps's brother or The Steelers Head Coach's son.
2251, &# ;&# ; I'm Finna DM you the pic Bruh these hoes funny
4106, Flirting with bitches on Twitter like 
10784, That talentless skag IS a wardrobe malfunction.
7143,Bout to unfollow all the bitches I follow currently and follow all new bitches. I need change in my life and I feel like that's a good start
2735,Niggas ain't loyal gott bitches stiffer than you
137,"Who remembers when we were in middle school/high school and would throw paper in the trash from our seat and yell ""KOBE!"" Lmfaoooo"
3747,These hoes be boof smh
709," couldn't make it nigga was at the E.R. My bad then my charger for my phone ripped so I can text, I'm on my iPod all ghetto"
18327,#Yankees Damn. Well Joe that move to the bullpen really helped.
10443,#UMightNotGetIn &# ;&# ;&# ; fucc nicca #BeerandTacOS #WeTheLastOnesLeft 
219, i've read the hunger games times i am trash
10702," For example, Muslims claim Algebra, but the Greeks and Indians were making good progress on Algebra before Mohammed was born"
18987,You can't treat these hoes like ladies
19203," When you think you sliden, bitch you slippen &amp; I know the truth. I KNOWW I KNOWW I KNOWW, YOU KNOW THAT I KNOWW I KNOWW I&# ;"
9219,. Evidently Twit'n'Run feminist coward unblocks me long enough to reply &amp
317,"I had the boldest side hoes, come out to me I front of my girl nd start touchin a nigguh"
4585,"Idgaf if that's sounds illogical, this Twitter bitch."
2175,Talk about me behind my back &# ;I hate that pussy shit.
7822,Be my backbone every nicca need a spine
3454,&# ; I'm suppose to eat yo booty bitch wym&# ; &# ;&# ;&# ;
1879," I walks in Country Kitchen Restaurant to order take out, this bitch come ask me ""Table For One?"" -____- I look that lonely???"
9703,"""Used to have a girlfriend, now all I got is hoes.. I was lookin for a good girl, but she was fuckin on the low."""
10624," Bruhhhhh, I want some Oreos and milk. &# ;"
6296,"Not that I plan on dying soon, but I'm totally going to write Kenobi in as my sole heir. He's the only thing locally (under ) I can trust"
3182,""" Baseball season for the win. #Yankees"" This is where the love started"
2377,&# ; I used to be that fat bitch everybody made fun of look at me now&# ; I was made fun of for being ugly &# ;
1372, Putin has literally thousands of hired trolls working the internet to shape opinion with Putin propaganda.
19029,"Whenever I see a pic captioned ""Soft ghetto"" I log off for minutes"
6912,"&# ; hoes be like ""omg i love my new comb &# ;&# ;"" thought this was Perro"
4562, absolutely agree with that statement. It's just so amusing how angry it makes all these teabagger scumbags. That alone is worth it.
450, Blow shit up and get fatter. White trash love this holiday.
1661,"New Avi bitches, be weak"
18616, &# ;&# ;&# ; I know who Chubb talkin bout lmao definitely not my hoe
4794, - LOOOOOOL&# ; nd best tweaking hoe vine&# ; 
1870, quit using song lyrics queer
3429,Damn you a hoe
421,"Sweet baby birds, you crack me up. ~~ Houston Foodlovers "
8379, Valentines day is just an extra Christmas for bitches blood
1803, Having hoes fun till you lose that girl that you really wanted over them hoes ..
1011,&# ;&# ;&# ; &# ; bucket RT &# ; Trash &# ; All you bitches is my SONS &# ; 
3702,&# ; Killin in tekken &# ;&# ; lies you trash
4797," hoes not women, like to be the center of attention"
2477,lost a couple online matches in nhl . bitch hit me with her car. dad ate my pizza. just one of those days
4172, I don't have no girlfriend/side bitches/ main chick/ hoes. I just got a ex I want back .
4539,Shoutouts to my main bitches &amp; my side bitchess !!&# ;
4828, if Crabtree woulda caught that over Sherman for the game y'all woulda said Sherman trash &amp; he got what&# ;
11662,&# ; shitty pussy &# ;&# ;&# ;&# ;
2369,"Mark Teixeira finally stepping up, HR and couple of BBs #Yankees"
5643, why all these hoes trynna be gay now? lmao
5122,&# ;&# ; you needa stop sucking dick hoe &# ;&# ;
961, &# ; If you're playing flappy bird: - - - National Suicide Prevention Lifeline. RT to save lives&# ; 
1856,You following a whole bunch of bitches that look better than your girl don't do nothin but make you wanna cheat more
1411,lol unfaithful hoes
3690,"This bitch said ""Use my titties as a punchin bag"" -/-&lt;"
19180,We all assume that societies will progress. But #Islam forces societies to regress. Afghanistan and now. 
1662, this is a joke right? You're on here like ugh I wish I was a jap and tweeting in gook and shit and jerkin to hentai.
140, Thanks for heads up. I watched it. Good stuff.
19080,Lol bitch u a has been
3990," If you like it or not, Islam declared war on all humanity in the Quran years ago."
3489,Bunch of hurt niggas &amp; bitches on my IG timeline tonight.. Muhfuckas lame as hell b
4755,#WorldSeriesGame Hunter Pence is so annoying he should be a Red Sox player. Shave fool and take your Vyvanse&# ;&# ;&# ;&# ;&# ;&# ;#Yankees !!
952,Hoes always saying niggas hoes but they be the hoes &# ;
5770, &# ; ::faints:: She has no idea how many of her resumes went straight to the trash 
1205, BPG bitch
438," #AdviceForYoungFeminists Remember boys are stupid, men are more stupid. Instead of rocks, throw rape allegations on them. T..."
10757," He was also just existing, no?"
2695,bitch really changed her @ name haha it is not that serious. beyonce fans have too much time on their hands waiting in that welfare office
7765," No i'm not sexist but no I do not like Thor being a woman, he's a MALE mythological figure, that's like making Zeus a chick ..."
1809, bitch let's fight today where you at or are you going to bitch up again. I think your going to bitch up again
1535, like I said drose needs to stop being a pussy lol
4575,Bitches be in they feelings to much like live bitch
4599, you look like flappy bird
3910, No. But...Someone else linked her to the Sommers article an hour ago.
859, imma get my crew on dis fuckin fag # hunnad real talk nigga #turn up
1950,#NowPlaying : BT feat. Tori Amos - Blue Skies (radio edit) on # TheArrow - 
19865,&# ; When people complain to me about prices I'm just like bitch do I look like I make the rules?&# ;
3009, aight game over. dykes had to ruin it 
11481,"I'm Tryn tell yall brah, I went wit a slut n could not stop da bitch frm boppin dat shit scary"
9614,I don't fuck wit these bitches cuz they think they slick&# ;
3610,"RT Call me sexist if you'd like, but I just cannot watch women's hockey. So boring."
1583,"trash night tonight. I can already hear the sound of America's thriving economic sector out on the street, four wheels, one of them wobbles."
4669,Oh nah bitch .. I work too much to even think about it. Lol
4712, &# ;FOREVER hoes
4699,Sgp still in bitches dms
10410, that nigga spun around in the pussy.
4963, you're such a faggot
494,Home to chicken and penne Alfredo and Oreos and banjo
7342,if u eat fried eggs and leave the yolk entirely yellow ur a disgrace and also nasty
5861,"Hey, people bird watching, you do realize there&# ;s like, hundreds, literally hundreds of free pictures of boobs on the Internet, right?"
597,LMAO RT Yes &amp; no RT Is it ok to beat a bitch up over some tweets or nah? 
6904,&# ; &# ; Pineapples on sale at publix&# ;hoes on sale too&# ;up stairs
19038, Ununnnn what plans? Text me niggah!!
11501, nips
11766,Im tired of seeing this disturbing bitch with tits
4217," Denver TV airs clip of digging through trash in ""Ghetto Aurora"" to put Black and Mexican ballots to ""good use.&# ; "
3249, Side niggas get pussy and main niggas get arguments
7397,"Let her be a hoe, why you stopping her?"
196, thuggery? Cheating? Talking trash? Who's doing that besides Jameis? And isn't ND in the middle of cheating issues?
4497, the nerve of these hoes
138, Chippah I hopes you ain't be hangin wit dis wigger boy
2564, Smack a bitch. Bitches love hand prints on their ass.
1379,"Who the fuck puts a block of cheese in they room without a refrigerator ghetto ass niggas eases, like that's just the thing to do wrong."
7705, start telling all bitches how to live their lives. Can we get advice from gwenyth?
1987,these bitches is running out of tricks pimping. barely catching my attention.
7574, Why girls be so embrrased when they pussy fart? Embrace that shit. Make the cheeks clap with it. We finna beatbox.
625,Top-notch commentary A+ would ridicule again. hahahahahaha what a fuckin pussy
4784,"'didn't blow my mind. it blew something else, if u know what i mean' #mkr"
10562,Never trust a bitch you took from a nigga &# ;
9316, Why don't all the girls of sphs just boycott the dress code like show some cleave short shorts we really won't mind 
1332,GTFOH u bitch ass ref
3118, Any girl that talk about sex on social media is a hoe
4904,I must be a bitch
907, stfu hoe and fucking answer me before I smack the shit outta you and your faggot aunt.
3247,"RT Any real man knows, that being able to cook is one of the most attractive qualities a your woman can have. Hahaa #notsexist"
2966,Probably going to tackle Kenzie when I see her tbh I miss my bitch
304,I support all of my niggaz and bitches doing dope shit on the west side and in my city LA
530, shutup thirsty hoe
4582, Most relationships end because bitches wanna take advice from their lonely ass single friends! &# ;&# ;&# ;
1244, bitch you subtweeted him
1721, Women think they are angels. So they be in denial about their own hoe actions. Don't fall into their facade. See past the b&# ;
1457, That's an excuse and a cop out. Every single Islamic nation is repressive. They produce either dictators or theocrats.
10004, Shy girls are undercover freaks..&# ;
7273, Human rights record of animals living in Palestine. 
928,How you livin hoe.
2111,My favorite DC restaurant is Charlie Palmers. 
19453, Every nigga New hoe is Da next niggas old hoe
9165," ""Young N****s act hard and all the bad B*****s grew up to be trash broads"" - "
3786, bitches brag about goin to the gym and still be shaped like a patron bottle cuh
3350,That night cap nonsense is for the birds.!
1259, Pakistani Christian Couple burnt alive in Kasur Punjab &# ;
8625, damn bitches on a niggas mind haha
5368,"I mean if she a cunt, then she a cunt. It happens."
8298,lol @ that tweet zebra.
11814, I'm about my commas bitch period
639, You can't even imagine how I think because I cannot imagine how anyone would take such a vile religion as Islam.
183," Last name, Sinner First name, Imma Like ur pancakes in tha mornin, He got u covered like Aunt Jemima"
4408,&# ; who the old bitch??!!&# ; *hoe
11179, ya girl is a slimy ass hoe. get her under control and tell her to stop spraying bullshit out her mouth all day
9353,Kat and Andre-you need to go. Kat is disgusting and her personality is black #mkr #bitch
19362," ""And if you aint a hoe, GET UP OUT MY TRAPHOUSEEEE"" "
19828,"I hope these blonde girls make it thru, not great cooks but they aren't as judgemental as that WA lady #MKR"
331,"Get my name tatted, right by ya pussy &# ;&# ;&# ;"
20046, You mean hapless genocidal Palestinian Islamolunatics that are determined to erase Israel from the map?
19186,-Can I help you? -Maybe. You gotta card for &# ;Sorry that tranny died in your motel room; now your wife knows. Here&# ;s an Applebees gift card&# ;?
4364,""" Get worshiping bitch! woof woof"
1741,"&# ; I find myself wanting to google ""the yellow king"" #TrueDetective&# ; No kidding! What is going on?"
802,Everybody is being a bitch at my house
431,bitches been thotting so long when they get exposed to something decent they get overwhelmed
3832,Still moist and juicy... Let's take a selfie.. #MKR
8001, faggot
4324, Leo get the fuck off of vine you fag
7446,"""I am a thrill billy..with a hillbilly heart."" - HAHAHAHAHA Jesus Murphy!"
2163, So you think you can hate all people of a certain ideaology - but not if it's Islam.
412,#klokus this bitch has his nose pierced &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ; 
9673, Why does everybody drive like retards when it rains lol
1152, Denzy a hoe &# ;&# ;&# ;
8747, Wussup bitch
11559,balling like I'm stunna bitch
7800,&# ; Burnt pussy lips - &# ;&# ;&# ; gal in the blue throwing it &# ;
10305," When Tupac said ""I ain't a killer but don't push me, revenge is the sweetest joy next to getting pussy"" "
11684,"Remember when I told yall bout my coworker not lookin out a couple weeks back?.. Karma's a hoe, got his ass."
5831, Handy guide for what to expect when participating in #QuestionsForMen 
5184,"You can shut the hell up about it, though. I'm not sexist, I just can't control how much I love big butts."
9314, You can no longer run a business n America unless it's deemed acceptable by political group of retards known as democr&# ;
2884,"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do"
3724, oh I forgot you retarded lol lemme break it down for you where the BG hoes at lmao
5802,Going to get my ID today fucking finally I'll see you retards soon
4635," if you give that statement any thought at all you will realize it makes no sense. At all. Please, think abo&# ;"
7221," bruh we was my fam, nd yeah pussy niggas get no respect."
91,That's why I keep you here you ain't like them other hoes
3646," Not arguing against abortion but for his choice, too."
1489,I don't give a fuck about yo gal yo wifey or yo boo came here by myself bitch I'm Tryna bone
8217, Where does that fucking muzzie edict come from? Feds or Prov govt's?
11083,"""It's a deconstructed tart like us."" #MKR"
2769,"#IfThePurgeWasReal I'd be the best prostitute and madam EVER. Hey, if you got pussy, you shouldn't be broke, right? LMAO JK"
1485,Breakfast of champions shrimp lobster balls (no sandusky) French fries nd a nice big Quahog (clam for&# ; 
3315,Shout out to everyone that puts up with my retarded ass. I appreciate it.
1472,Permanent slit in my eyebrow from when I tumbled down the bleachers when I was little.... I stayed in the ER
9902,"That, and we spent half of our junior year and most of our senior year bitching at each other for being dumb bitches. Sooo there's that too."
5064, man what about Wilson being the nd Black QB to win a chip? Talkn about trash talk. No shine for Russell..
516,Reaaallly wish I had more milk for Oreos. Lol
1726, when bet now i make sure that bitch is not involved that's thing floyd and pac can agree on she screwed em both
992,"Good day, honkies. ...I said GOOD DAY! ...honkies."
