,text
2647,Fine chicks lap dances always trash
4189, bitch see you then then bitch. And good luck to you.
871,Only in my hick town can you walk into a national sports bar and get Busch light in a can. SMH
310,Hit it and pass it until that pussy elastic
1778," Girls be ' talking about ""catching feelings"" bitch you need to catch this TD pass I'm about to throw you smh"
2077, &# ; Oomf pregnant from dat dog in the hood dat chase erbody &# ;&# ;&# ;&# ;REAL funny bitch!!!!
1916,Surprise bitch &# ;
3283,""" This is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex love me some kinky scallies"
5007, haha . I would go for the S . Those fag colors are reserved for 
2462," word. Do any of ur decisions include anchor, feather, infinity sign, bird?"
1582," real ""lil""...bitch you short as fuck"
487,&# ; Every bitch n my passenger seat I dun fucked at least one time
16047,Debating feminism with a gay professor uninformed girls and low IQ rednecks is not my idea of a fun Wednesday night
3362,life is ya professor better know that bitch is gone test ya
6112,"I was kidding guys I don't have hoes, don't let lie to y'all."
8693, If you gotta nigga or bitch.... PLEASE STAY OUT MY DM's I'm tired of y'all taken girls
7193, she curved regular niggas daily. Especially us Austin niggas. Damn yellow ppl &# ;
1084,Fuck bad bitches
3178,Someone please bring me Goldfish crackers
4636,Goofy ass. lmfaoo make a niggah laugh
1854,When you see about to fight a bitch .... 
3979, these hoes too familiar
1673,Wtf... days &amp; nights! If I go another day..... all I know is im going ape shit....
6099, I'ma start a fuck buddies to save lives program. Lol match some dry bitter ass folks up wit some good dick or pussy.
9513, teabaggers are extremely dumb...
3615,feelin all warm and fuzzy inside...
1600, Don't be a bitch
621,"View from the ghetto ain't bad, Rio "
139, Nike beanies #NikePorn 
2338, We all need to be aware....that's there is ALOT more going on in this world than ya'll flagrant asses care to know abo&# ;
15892,"&# ;&# ;&# ; My fucking god bruh, the birds from southridge are in front of my house.&# ;"
4215," Just when I thought Justin Bieber couldn't be anymore of a pussy, he gets arrested in Canada for fighting a person who&# ;"
287, I want a baby but im young and retarded so no
180,My nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults
3454, like the cure time when u shut da fuck up from gettin in other folks bizness like a lil bitch
7145, making every bitch feel important...
2961,Shara fuck you in Ya pussy. You know what I meant MF.
1351, u see a lame in that pic ofmine due to your infatuation with niggers. Im Hebrew i fite the children of satan in the streets
3983,every lady ain't no hoe but every lady sure ain't no queen
2846,"Sweet yellow bone thang, I call her Honey mustard... "
7748,"Yeah right, yeah right, this guys a faggot."
16548, &# ; fucking pussy that's why&# ; exactly. Let me @ the nigga were talking about &# ;
2135,Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.
4508,I feel like a swag fag w this shirt lmao 
7134, what niggah
7693,My main bitch called to tell me she missed me. &# ;&# ;&# ; super cute love you boo. 
1186, dont bitch then get mad when i stop trying lol
3176, yea thats what i thought pussy boy u r a fucking thot
1825,She actin b gie around u cuz she used to them things u cant supply. Fuckin wit mee..cuz Mr.He ain't shit be the first to take a niqqa bitch
16190, rt me to wey I went to the job interview high then a bitch!! Straight stanking like dank haha eyes red then a hoe
3321, ghetto gold needa be the first music vid!
1698, Charlie Baker about to make his final election eve campaign stop- here at Swampscott High School. #wcvb #wcvbpoli 
1460, ya I know all the slang I'm racist I h porch monkies
7090, Yall ever was In the car with ya moma before and you singing every song come in and she be like bitch you know that sch&# ;
5729,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Japanese | Pretty young Japanese girl&# ;s hot cunt fucked &amp; c | "
271,Me and my nigguh stay doin it
7491,All these bitches talk shit that's why bust em in they shit
3937, Not every female is a TROPHY&# ;&# ;&# ; some of y'all hoes are just Certificates of Completion!&# ;&# ;&# ;
2787,Lol u mad motherfuckin hoe
2453, of course bitch. I kinda wanna attempt to play madden tho
16183, that nigga was eating that hoe lol
730, Ugly bitches like to argue a lot.
4055,Tigers are fuckin garbage jesus christ...suck a dick ausmus you're just as trash as that sorry ass bullpen
6438,My bitch say I'm in the dog house FUCK YOU MEAN
3902, &# ;&# ;&# ;&# ;&# ; yeah I read yo shit to fast bitch
1133, *draws perfect scorpion* *writes name all retarded*
4025,I can't ever eat roast beef anymore without thinkin bout dark skin twat.. thanks a lot twitter/ig
4377,Ha dat bitch in jail
2752,"&# ; Niccas y'all need lives, money, pussy, hobbies, or sum guidance ... Bunch of Petty miserable dick n a booty ass Boys ..."
3660,Both trash but I guess they got tired of Chalmers trash starting How chalmers lose his job to Norris Cole? Lmfaoooo
16397,bitch plz
1874, nigglet send me the pictures
3908,"I hate being profiled. I'm not ""country"", I'm not a ""hick"". I'm Eric Dean Vestal, and I'm doing what makes me happy, not anything else.&# ;&# ;"
61, yall trash but cold
6385,Finally got my medicine and crackers!
15945, #FrasesDeUnaMadreMexicana these bitches is my sons lol
1031, didnt you propose the brilliant idea of college students packing heat? You are a savant! #dumbass teabaggers
1659, Unloyal girls turn good guys into assholes. And unloyal guys turn good women into bitches.
7158,Yeah I can just tell by the weather that I won't be gettin any pussy today
3996,If thats what yall hoes want then fuck it.
16565, u calling me a pussy but your the one talking shit and making excuses after getting your ass beat stfu with the talking
3069,"give her dope dick now she a fuckin addict hoe, u a fool if u thought a nigga neva had it yo"
8292, well at least If you're going to do somthing you do it.. And don't bitch out.. Even when it's the wrong thing &# ;
147,"Dayum u gyp, u gone have mfs thinking im wiping my face w/pissy diapers n shyt grrrrrr"
1153, If yo bitch only fucking with you bcuz of your money chances are any nigga with some money can fuck her?&# ;
1158," ""im laughing so hard lay is the un-loyalist of hos"" plea"
4026,"&# ; Just think if Alex won some games!&# ; That sorry son of a bitch will never ""win"" us a game"
6105,Dat nicca paper Fuwop n da booth
3786, fag
7428,It be below zero and hoes still go out like its degrees plus tax
8323,Gabby's a bitch and has three accounts
3992,Stupid bitch should have stayed home &# ;&# ;
3918," Isn't it funny that the people who call me fat, ugly, a whore, stupid, a cunt, a bitch, etc are the same ones whining abo&# ;"
15893,"&# ; maybe cuz your putting trust in a "" bitch "" not a lady.&# ; or maybe because this a fucking song"
9708,Oh. Wow. Avoiding that bitch.
3001," Same hoes running back tellin you shit about me be the same hoes trynna fuck you, same niggas tellin u shit be the mayne&# ;"
1065,The bitch who shot CJ is going upstate &# ;&# ;&# ;&# ;&# ;&# ; now he can RIP &# ; 
7454, eat pickles hoe
1471, You ready to make this stats test our bitch?!
9611, Man this hoe Heaven stay taking all day
1911,Cute buff guy walked in and then he opened his mouth and he was a flipping retard &# ;&# ;
488,Check your slutty fat girl friends instagram pics.See if she don't have five niggaz in every pic thirsting for fat girl pussy.
3446, fuck you bitch
2127," That rocket blowing up reminds me of that time in college when I blew a tranny. But in my defense, I was drunk. Both tim&# ;"
16508,Can Charlie Crist pull one over on Rick Scott? Well he did pull one over on #floridaprimary dems tonite. #TPOT #Election 
8612," I spent my whole fucking life apologizing for not being enough. You can't cut, nip, fuck, booze or drug the inadequacy out&# ;"
5536,Today was just joints on joints on joints of some Reserve wit my niggah #SmokinDrankin
761, Mike Napoli is the toughest son of a bitch I've ever known.
3519, Its Halloween everyday for dykes
2219,This side hoe main chick talk is disgusting. Get a life man
649, shit is trash
2024,"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all."
3332,Jihadi rehab needs to account for the unpleasant fact that it's the worst behaviors that *attract* participants. 
1791, If a nigga fuck my bitch dats on ha cat .. but ima leave yu alone fa being trifling
2054,This ignorant bitch on msnbc said police have no training on their weapons. SMH
15287,Those faggots that keep posting gay ass videos of them cuddling with their gf's on Facebook.
2840,Literally was in the best mood and bitches literally killed my vibe
3824, IF A SINGLE WASP COULD READ THESE #WaspFacts TWEETS THERE COULD BE A PEACE TREATY BETWEEN WASPS AND MAN BUT WASPS ARE &# ;
1193,Until next time rednecks &# ; I'll see you again &# ;&# ;&# ; @ Rednecks With Paychecks 
264, Are you Justin Beiber? Because your a Fucken gay cunt 
559, so y'all niggaz ain't never listen to no slow shit with a bitch
4949," ...wow? Whatever! Fuck all those assholes. They're niggers, they all look alike to me."
3869, why do bitches hate on another bitch relationship &# ;
2146,This new shit i'm workin on... yea nigguh!
9669,When you hear ya homie with no hoes lying 
2889,&# ; Spitting on people just shows you weren't raised right. In another words it's a bitch nigga trait.&# ; 
6017,John Legend is showin this country bitch up on her own song
2165, this is gobbledy gook to me because i dont have the game
923,I don't pity or hate #faggots. Sexual mutations are necessary side effect of #evolution. BUT PROLIFERATION at % is a sign #humans fucked UP
2484, &# ; im a faggot&# ; 
2076,They bitches I will penetrate you introduced me to your bitch
317,"I hate when bitches say ""bro"" and ""bruh"""
5456, that was no accident lmfao these hoes trynna be lowkey slick...
6329,Friends become foes girlfriends become hoes.
1954," I said I was from where stop putting words in my mouth, that's something a bitch would do"
6394, I got called a faggot for buying girl toms so now I'm gonna fuck that person in the ass
3979, yea I listen to that hoe when I wake up
555, And I thought I had a problem! #Oreos 
2607, &# ; r u african because ur a frican bitch&# ;
2061, fuck Miley tranny looking now damn ass nigga
1414,got cramps bitches? #smokeweed #teamloudpack
816, Rare pic of trash posing with trash 
6470,Switcheroo on yo main hoe hell naw me and my Nigggas don't save hoes
6509, Most black hoes at prom looked like 
3921,"&# ; it's almost been yrs. You haven't had ONE gf since, u just been fckn hoes huh.&# ; "
1640,This bitch is wearing an angry birds sweater #JudgePeopleAtSchoolDay
379,"niggas bugging if they think my bitch ain't gunna tell me something, HA"
429, I can't wait to see the new planet of the apes.
8242,"I remember when it was ""watch out for her, she has cooties!"" Now, it's ""stay away from that hoe, she has herpes."""
4916, ok they have niggers in raw
4020,One thing i always tell my lor cousins big cousins my bitches &amp;&amp; niggah u always gonna be good regardless
3047, Just eating animal crackers in sacrament! # AndLovinIt
1236, Don't think anyone is mocking the man. I've seen people mock the bespectacle of social media mourning. Cultural zeitgeist of
3875, Most trash Halloween candy of all time. Don't debate me on this 
2341, you got old bitches upgrade them
3718, Wish I could get drunk tonight.. But my hoe ass drinkin buddy sick &# ;&# ;&# ;&# ; and the other one left &# ;&# ;&# ;&# ;&# ; 
16485,"People comment on my fb statuses like ""How was your day?"" Like bitch wtf do I know you?"
1811, i see you guys kicked this long haired faggot out your lil video game team
2552,Yo bitch wanna fuck the squad!!&# ;
16534, She used her hair to throw her then kicked her in the head THEN called her a bitch &# ;&# ; 
15452, I was taking a picture and that bitch scared me lmao
3293," Yup, he did, like a straight bitch"
792, yu forgot we beat yall? Thats like a garbage man calling a janitor trash
2585, Niggas be on here with these Captain Obvious ass tweets about how to treat women and these lonely low self esteem hoes be ea&# ;
5879,I don&# ;t talk trash regarding sports.
1337,Niggas aint worried bout other niggas messin wit dey hoes. Niggas worried boit hoes messin wit dey hoes
4497,&# ; You know idgaf about a woman's lingerie matching when I love hairy pussy so much &# ;&# ; &# ;
6869, he's a greaser
8061, y'all boyz was fried! Fuck dat pussy nigga in the blue doe
5243,"I'm a made man, y'all pussy niggas in the middle."
9864, lmao girlllaaaa I don't like em chunky anymore.&# ;&# ;&# ;&# ;&# ;
15085, fake niggah! They fake!
5257, Ps =a big booty hoe with tig ol bitties Xbox one=pancake booty hoe with pancake tits
3435,"""Is that an albino Mexican?"" ""No dad, he's Asian."""
8683, here's my opinion on the matter..... She's a cunt.
1049," In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School "
1639,Or you gotta pay some bills cause pussy ain't free ummmm dick ain't free neither can you pick this tab up please thank you
5673,Alcohol....drunk hoe &# ; i miss...&# ;
1228,"the seamstress gon do/MOB Action in this bitch, u meaningless to da crew!"
641,Dez is caked up with some bitch or something cause hes not playing like Dez Bryant
15088,I'm beating bitch jay jay ass when I see this nigga . I really ova here dead tho &# ;&# ;&# ;&# ;&# ;
1758,"Stop using the word ""redskin(s)""."
1871,Can't save these hoes
2096,Fuck ms. Patrick that bitch can't teach for shit
3059,&# ;&# ; maaaaannnn i hope so! did we get rid of John Legend looking Charlie Batch?
6849,These groupie bitches wild enough to suck a babies dick
9619,&# ; Hoes really do b birds man &# ;&# ;this new to you?
8641, low key miss you bitches&# ;
7452, ohh bitch you might pass lol
8491,All I want is a million dollars and a bad bitch
1106, here let me say it more clearly since your retarded ass don't understand
5902,Quan and Dino RT them faggot ass niggas!? Aight man
3975, haha yeah they do say im a little bitch
2186, White girls date black guys who hate black culture and they let their stupid ass white girlfriends talk shit and say nig&# ;
5136," If Hank Jr. was half the man his daddy was, he'd bitch-slap Brantly Gilbert for having his name in his mouth."
15969, chink thats better then having the rug rats running around yah crib girl enjoy life lol
7152, Red Hot Chili Peppers with the longest nip-slip in Super Bowl Half Time Show history.
1946, All the helmets in Destiny are trash. I wish I could just rock an invisible bubble instead. Hunters look like Robocop.
2634, Rick James bitch
342,All the hoes know who I rock wit &# ;
3088,Yo if you get like over of flappy bird you need to do some self evaluation because you probably have no life
1671,#Yankees - . Nine straight hits. Price... Not your night.
2867, Fuck you bitch I'm actin brand new &# ;
9153,I'm with bitches &amp; of em mix
2156, If I look at my bitch she better shut up ain't no arguing with niggaz in the street or social networks
15327," she's a hoe, she's ugly, she's a bitch, she's this, she's that .. but you dated her? please, take a seat."
7482, its retarded
7295,This bitch almost lost her life
6404," online soon? I didn't have enough to get it after my Anathema merch. It's a cracker, I need it. Can u....."
16256, leave dyke
496, bitches &# ;
3811, bitch u got me fuckked up go suck lil action whamm like u always do on thursdays and fridays didn't think ik did u
1537,#BlessJesusAir Matthew : Look at the birds of the air.. and yet your heavenly Father feeds them.Are you not much more valuable than they?
689,"this lady is probably like ""what the fuck does this bitch listen to"""
6979," Some pussy be so wet &# ;&# ;&# ;&# ;you gotta think about other things not to cum fast.... like ""damn i really failed the th grade"""
4747,Gotta question the nicca standing next to you cut em off
4246, dat was befo da fact hoe shut yo ass up &# ;
4837, be out here fighting bitches like its legal
1348, fucking gay faggot look at that gay ass pink shirt haha
7205, Columbus found America and we killed some injuns #SinceTheCubsWonAWorldSeries
664, Y'all claim you want a good &amp; loyal girl but keep messing with hoes like I'm confused
8438," Those niggers disgust me. They should have dealt with years ago, we wouldn't be having these problems now."
1037,"Bitches be tambout ""my party""..... no bitch, its everybody party...."
221," now jimmy want to talk trash would've ,should've, could've now, Chris stop talking and spitting!!!!!!!!!!!!!!"
130, bitch was at a gas station puffin. I swear that's so trashy... Her nigga should put her in check..
3493,"I like my seat down low and my window slightly cracked, riding wit a bad hoe wit her girlfriend in the back"
2968,This guy is % retarded.
67,If y'all preppy bitches ever arguing like this at a party and don't do nothing y'all getting hit with a bottle fr
1305,Thats not ya bitch if she dont love giving you head
474, Just got in flappy bird holy shit
859,Real nigs uck with me and I don't give a uck who don't
2479, McDonald employees always rolling their eyes when you pay with coins like bitch you broke af too fuck you giving me attitud&# ;
539, Lorde with a Grammy &amp; bitches with a std &# ;
15828,&# ; Bad bitches is the only thing that I like &# ;&# ;&# ;&# ;&# ;&# ;&# ;
1788,Maybe next time i day drink ill balance it out with my bitch mary jane cause #ItsLevelsTooThisShit
1457,"Exes swear they can do better, then you see their next bitch ..... &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;"
379,"Hoi, fai moke hau!!!!"
6023,A random am scroll lands me here...RT Charlie horses durin sex just simply means you didn't drink enough water that day
230,Ya bitch choosin 
2243,Wait. What in the mudda cunt hypocrisy
8208, you're the sole reason I come to that chipotle incase you didn't know. Keep up the good work babe
6040," Merry Christmas, everyone! Unless you're a fucking bitch then literally just go."
3838,"&# ; Bitch I'm on, bitch I'm on my griiind&# ; thug luuuuuuv"
4069," ""Bae"" means ""before anything else"" I always thought it was a ghetto word for ""babe"""
2889,"But you love me, you don't wanna be with nobody else, blah blah.. Bullshit fa the birds.."
967,can't decide if i should wear my yellow rain boots for the purposes of being all black &amp; yellow errrrything...
482, Lmao a hoe's favorite season is Cuffing Season! U aint know? &# ;&# ;&# ; Summer hoes turning into winter wifeys! &# ;
16523, Niggas get married and start dissin single bitches smh You bitches want allowance and $ dates and still singl&# ;
3207,Not really sure how to describe what's happening here #eurotrash @ VIP Room 
3194, Y'all some bitches 
7847,Tl blew up hoes on waka dick. #turndown he ain't follin y'all hoes#bow
8, crazy bitch why
9843,"Wow, the whiggers at the Tea Party Nation banned me. I didn't even use any bad words! Maybe my racist founding father quotes did it..."
3316,Bad bitches in dirty ass houses &lt;&lt;&lt;
500, what's the difference between the three of the nig Nog's?
6592," then u have the annoying ""HIT ME I DARE YOU"" ass bitches always tryna test a big ass ft linebacker ass dude.. girl if you&# ;"
15698,This bitch pregnant again &# ;&# ;&# ;
3852, These hoes be dying for attention &# ;&# ;&# ;
9798,hit that bitch with a reality check. bitches love reality checks.
6387,Nikko a gay bitch
15022, All of a sudden all these bitches like soccer today lol
15000, u going to get dropped bitch im a fucking nigga who got a fucking dick
7072,dad isn't your name faggots a little more fitting.
8042,And weres bitch boy ?
3538, Crazy bird 
2598,Short answer: Yes. ~ Sage Grouse Rebellion: Will Obama use two small birds to limit oil drilling in the West? 
2145,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #XXX | homemade pussy eating &# ; "
3993,I'm always dumb too a extra slow ass bitch &# ;&# ;&# ;&# ;&# ;&# ;&# ;
2239,Steve McNair got murdered by his side bitch man life is crazy
7512, : AM .. Bout to match up wit dis nicca #DonnyDinero
3659, your mama raised you as bitch right
7005, fuck no id be gettin swole in there like everyday nigger
617," ""Let me tell y'all bitches something right quick"" "
2282, &# ; What's yall favorite chappelle show skit?&# ; Is wayne Brady gonna have to choke a bitch? &# ;
2809,All my hoes got money she in the mall she ballin bitch buy something for me
3233,I can hear my mom playing flappy bird in the living room &# ;&# ;
1813,Modern day singers talk about the same shit rappers talk about lol....hoes
2766,""" does he look like a bitch?"" "
829," Vince, what is the general feeling of the natives that you know in regards to the term ""redskins""? Offensive to them or not?"
3685," Bitches twerk to anything , rock , country..these bitches a twerk to gospel, to take me to the king &# ;&# ;"
213,Ayo I jus had a mini heart attack behind the wheel..north Philly n fire crackers don't mix&# ;&# ;&# ;&# ; I&# ; 
1703, these hoes don't want no help but they want all the help
2936,"New years ever, get at me bitch. #loaded #GFU # #&# ; "
784, Free my niggah 
4420," Via ""Eat ice KevinSmith"" If I'm eating anything tonight, woman? It's pity-pussy. Make it better in a ..."
5573, nigga Madison playing some bitch ass white boys that's going to Harvard on law scholarship play crazy
2863,Lol look is Mike Brown's twitter. Look at the trash he wrote about lmao. Gentle Giant my ass #Ferguson
9579,Can't be a major nigga with a minor hoe
3923, Yeah..cause if anyone thinks this clown went to to buy Oreos is as stupid as all of them look
8480," bitch, wake up!"
6235,Not a word on Jihadi stream about the Kurdish female suicide bomber in Kobane. That story undermines their mythology on several levels.
1163,"You ever randomly woke up and ya bitch standing over you, just staring."
15249, Girl: I know you got hoes Me: 
3826, So you gon call me a nigger because of that? Fuck wrong with you?
1214, T.o. was a faggot crybaby
2736, poor poor parker has nothing...without aaryn bitch about no would even know he was around a looser
1696,So this dumb bitch had an opinion bout wtf I post on my instagram the time it took to write a post&# ; 
874,"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage"
3, the dude took off running like a bitch!
5920,&# ; I wouldn't trust a male cheerleader @ All cuz .&# ; Cimarron got one &# ; &amp; he got ALLLL the bitches
3471,&# ; Essence Fest anyone?&# ; I'll be there on the main stage stepping with Uncle Charlie
16478, drake look like he would lay his letterman jacket over a puddle for a bitch and she wit her man smh
5925,Nah just yo hoe she just swung matter fact yu get hoes?!? &# ;
3483, Them shits was dry as a bitch! Had to ask for water and shit &# ;&# ;&# ;
5388,big bitches be sayin why yo eyes all on my stomach? Bitch why yo stomach all in my eyes
9903, Come this fall I'm cuffin side bitches. Y'all had y'all time the whole summer
3850,"Damn I use to be a big fan of Ronda, but so far she's been a big cunt #TUF"
2579, Assyria got hella hoes
3934, me or nat!? &# ;&# ; def not me with that shiner
4249, this pic is trash. D!ck is dry af.
3404,Sapete che? Vi odio..... ho finito..
98,""" These hoes be thinking Meat won't slap they ass &# ;&# ;"" ainna bruh"
1996,Can I double stuff your Oreo?
909,&# ; yall partners in crime&# ; that's my bitch she can't ride solo
8924,got a bitch so bad you can't afford to fuck
1860, You really are a faggot if you say that match was bad. Stop watching
2371,""" Awww Meat Meat In His Feelins""i ainn n my feelings bitch"
260,wanna make a boss happy? &# ; bitch talk nasty. &# ;
937,The jig
15683, ; so you about to purpose to Charlie?
15839," My bitch better lie to me, more than bodies and I cant stomach it, ill fucking die"
3455,Yoh brownie had me fukd up high last night
2283,"Everyday I wake up celebrating, why? I just dodged a bullet from a crazy bitch."
4266,&# ; you're right I'll take girl on the right over Kim any day u support that hoe?
2562,They love me at the place I bring my car to.....I don't know why Spanish men love me... sometimes I do look like a guala though Lol
1108,Never let them hoes get in between of what we started
4883,This nigga on the train treating his bitch over the phone lmao
5638,"Brie said ""We were together since before we were born."" You guys are twins.. duh bitch. Omg who wrote the script?! #BellaTwins"
7130,coulda been trash talking that nigga cuz NIGGA GOT SPANKEDDD IN FANTASY
5068, Then I'm a loud outgoing bitch lol
2484,"The thinner the eyebrow, the crazier the bitch"
2321,&# ; &# ; .. where the fuck is your top lip in my pussy&# ; 
6444, a video i made -- Porn Actress Sexy Capri Anderson Kissing Video with Charlie Sheen via 
6818," Ran outside mullet flowin', nips shown'. Shotgunned a cold one and yelled, ""Saturday, welcome back you sexy beast. Mer&# ;"
5001, bitch answer me lol
832, linda you just @ yourself rn you retard^^
6581, Men only cheat for pussy. Women cheat cuz they think they have soulmates
15950,Ol heads always think a young nicca gon runoff wit they sacc
8728, I'm obviously Morello from OITNB cause crazy and jealous bitch.
2557, he's texas trash bro
2134, yeah hoe ass nigga &# ;&# ;&# ;
5803, like a hoe gettin dick all day and then tonight she gettin more
15729,*Searches my yellow pages app for the nearest Jack In The Box*
512,I impress da young white girl next doe by taking out my giant negro thang and usin it to flip da hamburgers for da #KoolQueefTribute&# ;
1700, I love pussy &# ;&# ;&# ;&# ;&# ;
3161,He called me just to say he was deleting my number.... bitch please.
2472,"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum."" &# ;&# ;&# ;"
7749, i love seing new ones cause i save them and then youse them bitches lmfao
189, Tell your bitch that I'm that nigga now
15981, I like that your room isn't a big sloppy mess like most of these Twitter hoes
4697, Dat bitch Katy Perry Can Suck Skin Off Of my Dick
2526,Nawwww If you a hoe you sittin on the floor and not my damn couuuuuch&# ;
3881,&# ; This hoe got a school shirt on sucking dick &# ;&# ;&# ;&# ;&# ;&# ;
4977,Mane if dis nicca call me mo time n say he Finna pull up but dnt pull up
3770,&# ; Smh bitches are such haters !!! How dare they do this to her #blackgirls #jealousy YOOO LOOOL
2117, lmao they know who the kitty master is !!!! Don't hate bitch
922, lmaooo fag
3612," Hi ho, hi ho, it's off to work we go! It's #MilitaryMonday...support a military organization today. "
3908, The beat tho &# ;bitch im trying bone
2155, you mean bitch ass pussy
9773,Is anything going down tonight besides my bitch
1122,&# ;&# ;&# ; burnt pussy lips
646," i have absolutely no ""hoes"""
194, WHO IS SHE? Ill fight her bestie Then this bitch in my class wanna copy my homework off blackboard disc&# ;
4403,"I hate drinking by myself. Everyone's so fucking boring now. Fuck you guys, I'll be fun by myself pussies &# ;&# ;"
446,I I haven't watched a single episode of #LHHNY however I'm watching the reunion. This coon shit. I mean the levels of ratcheticity
448, ur pussy smell like dumpster juice &# ;
2506,"Maybe is colored blind with his 'red lines' and all. Tough talk, no walk. #tcot"
2721,Real basketball players get disappointed when they throw something in the trash can and miss
3768,If you are out clubbing every weekend and leaving your child with your baby momma I don't wanna hear you bitch about child support. &# ;&# ;
708, Niggas and bitches gotta quit wit da money pics... If I can count it accurately it ain't enough &# ;&# ;&# ;
2368, YEAH! When you see him again.....That son of a bitch owes me money! Tell him I been looking for him!
2012, interesting #hick
332, I wanted to see that but I like trash sometimes lol
4874, so some of Yal bitches need to stock up on jello to fix Yal broke up ass personalities &# ;
14982, They claiming bitches them my old hoes
4013,I'm old school I'll smack a bitch
2117,"and now every time me and my friend talk, no matter the subject, her nips haunt us. it's as if one nip was introducing itself to the other."
1985,I b so quick to dub a bitch it's sad &# ;&# ;
16331,&# ; An orangutan once tried to have sex with actress Julia Roberts.&# ;Smart monkey&# ;
9891,Check his hoe for I check her &# ;&# ;&# ;&# ;
5489,did this bitch really awake me from my slumber to help pick out her avatar tho
7896, Democrats to push income inequality as top issue of Charlie Baker (R) veers further left all in w D&# ;
1104, I look in the mirror and see a pussy ass bitch that sits down when he pees.
3038,I think I read the worst interview ever. Lee Castro and one of the dope bitches. Neither one of these two belong in media.
3175, lifes a bitch
7279,I'm out this bitch
6301," ""Just texted my phone, this bitch just blew my high!"""
9102, After I fuck your bitch 
6683," if you're making clams for betting , i hope you do it for a living"
2731, Crying How you gone wife a bitch that let niggas lick on her head in public?
1506,I'm thinking he has low level OCD of some sort.... That or he's just goin full retard... Pretty sure full retard
3995, I'm one of those faggots who hates the word mines
7683, Lmao dis bitch dumb asl 
999, Why ya niggas be gassin these wack ass bitches ? &# ;&# ;
7200," ""She's really nice when you get to know her!"" = She's a bitch but you'll get used to it."
7858, I never really rocked with the white sole. I feel ya bro. But these!!? My favorite Foam of all time. 
5771, Guess who stole/fucked yo bitch? 
2741,"&# ; Y'all be like.. "" I want a love like Rashad &amp; New New""... Shit y'all already got one. Lying about who you are ass hoes lmao&# ; &# ;&# ;"
2584,Guys now and days act like they don't care because pussy is easy but that's not the only thing that matters &# ;&# ;&# ;
2975, ok I just wanted to know bitch at : if you're not here I'm out
15918," No nigga ever ask before he hit either &# ; Body counts don't matter ! YALL treat all bitches the same anyway, st&# ;"
3730, bitches better watch out because we're running the tables tonight! &# ;&# ;&# ;&# ;
5759," Holder asks, ""What AG has had to deal with that kind of treatment?&# ; Tell the whiny little bitch to call Alberto Gonzales an&# ;"
7326," thank you mint - happy Mothafuggin birthday too, hoe!! &# ;&# ;"
7767, bitch fck all lay wat you wanna do
15605,really out here tho bitch. 
4759,Gotta missed call from yoooo bitch
2875,If you ask me every bitch gay
4056, Yay for America &amp; Israel... we put in more Jew Hating muslim trash into our government! pathetic &amp; sickening
3227, Pussy is pussy asses.. Thats how so many of yalls babys mommas hideous and u hiding her from the twittersphere
19,My worse bitch looks better than your main bitch. Now that's bad right there lol
5847,They trynna hoe Geno TD throw
4320,It the principle of the matter bitch! &# ;
592,She say her pussy hairy ... I wana see &# ;&# ;&# ;&# ;&# ;
15980,&# ; bitch gotta work all hard to clean that shit without ripping her skin&# ; LMAOSJDUSUBEJS
3394,I just be chillin tho .... I don't fuck w/ hoes or hoe niggas so I don't know about how they operate ... Maybe I'm wrong
3999, pretty bitch is always comin thru &# ;
2707, If you a bird throw it up #birdgang #EaglesNation
7308, What's good bitch (:
1040,"Fuck fleeto like, id cut you cunts up :/"
1116, you mean like the Yankees did this year when they prioritized a farewell tour over a playoff run?
335," &# ;"" Real bitches who really hungry won't be out here arguing with bitches on twitter straight flexin"""
6947, discredited by whom? Per the government the study is good and factual. Pay your bills moocher teabaggers and republicans
8790," Sooner or later ya pussy gon tell Me the truth, let's hope it's not while I'm in it, cause Ima kill u"
1949,""" but what if he actually does choose the ugly bitch over you? &# ;""Her ass must be fat!"
4068,Attention one and all. just motoroboated my knees. Someone get this jiggaboo some water. She #thirsty.
2750, I can't wait to wear warm fuzzy sweaters &# ;&# ;&# ;&# ;&# ;&# ; 
2198, no just a niggress that thinks she's human.
3825," Who cares who looks better between Blue Ivy, North, and whatever other celeb baby. Read your kid a book u simple bitch."
85,"brb, skipping out of a b-ball game with Obama to whoop hoe ass."
2776, Halloween use to be a holiday for kids. It is now National dress like your inner hoe day.
2470,We ain't gon talk bout yo partnas cuz dey ain't shit like my niccas
